,studentID,classrank,admissionstest,AP,averageAP,SATsubject,GPA,GPA_w,program,schooltype,intendedgradyear,addInfo,canAfford,female,MinorityGender,MinorityRace,international,firstinfamily,sports,artist,workexp
0,IQIFWQEDB8,,2240.0,3.0,4.666666666666667,3.0,3.91,4.74,history,-1.0,2010.0,Extracurricular Activities Music and theater See music resume ASB Student Court Student Justice ASB liaison French Club Co President Italian Class after school Activities Organizer Knowledge Bowl Team Captain Mock Trial Lead Attorney Church Youth Group President Kitsap County Youth Court Community Service Key Club 1st grade reading classes Kitsap County Youth Court Ukraine orphanage service TOUCH Work Experience Central Kitsap School District Curriculum Office summer employee Violin teacher Nannying Private Study Voice Dr Robert Trainer 2002 2006 Violin Ms Stacy Yu 1992 1995 Ms Helena Emery 1995 2000 Ms Lauryn Schapter 2000 2002 Ms Gwen Taylor 2002 2006 Vocal Music Experiences Peninsula Girls Choir 2002 Present State touring selective choir under the direction of Dr Robert Trainer WMEA 2004 All State Treble Choir WMEA 2005 All State Symphonic Choir WIAA WMEA 2004 Solo and Ensemble Contest Awarded grade of 1 for Soprano 1 solo WIAA WMEA 2005 Solo and Ensemble Contest State level advancement with Soprano 1 solo Theater Extra The Lion the Witch and the Wardrobe 2003 Violet Bradman Blythe Spirit 2003 Lucy You re A Good Man Charlie Brown 2004 Adelaide Guys and Dolls Jr 2004 Chorus Annie 2004 Fiddler Fiddler on the Roof 2005 Cosette Les Miserables 2005 Martha The Secret Garden 2005 Antonia Man of La Mancha 2006 Violin Music Experiences School Orchestra 1996 2005 Concertmistress Bremerton Youth Symphony 2002 2005 Concertmistress WMEA 2004 and 2005 All State Symphony WIAA WMEA 2003 2004 2005 Solo and Ensemble Contest Awarded grade of 1 for violin solo Played the part of the Fiddler in Fiddler on the RoofAwards and Honors National Merit Finalist Stanford Quest Scholar Finalist TASP Finalist Evergreen Girls State Secretary of State Knowledge Bowl 1st place regionals state advancement Mock Trial Team 1st place regionals 8th place at state Most Valuable Debater Kitsap County Volunteer Award National History Day 1st place regionals 4th place at stateThere are 5 children in my family Excellent recomendations Funny essay ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ZFS4QWXN55,,2090.0,1.0,4.0,2.0,3.9,4.31,Biology or Neuroscience,-1.0,2014.0,STAND anti genocide organization treasurer practicing black belt in tae kwon do also junior instructor club voleyball setter school volleyball setter MVP grade 10 and captain junior election judge in 2009 election hospital junior volunteer humane society volunteer panama immersion trip histology course at Brown University cells tissues organs 8 years of piano Cooking Club Founder National Honors Society member master acolyte for church 30 hour famine fundraiser regular snowboarding National Hispanic Recognition Award Black Belt 4 Academic letters MVP and captain in school volleyball Principals honor roll 3 75 or higher grades 9 12 Church Acolyte Double Master 200 hours acolyte trainer S T O R M special team of role models junior tae kwon do instructorPhenomenal recommendation for Bio teacher Incredible interview with UPenn said she would highly recommend me and I d fit perfectly with Penn Great interview with Yale I missed the interview early deadline for Duke interview Brown interview alright Wash U interview alright kinda awkward nervous my first interview Rochester interview kinda sucked but the interviewer was horrible so I can t tell if that was me or him I think my common app main essay was also very funny and a strength of my application My brown application was filled with my summer experiences at a Brown course so I think my supplement to Brown was phenomenal the best supplement I did ,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,VKXWFQ0WYN,,2330.0,1.0,5.0,3.0,4.0,,,1.0,2019.0,Football Lacrosse Ambassador Student Council Outdoors Club,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,8N3ERFRRIJ,,2270.0,7.0,4.571428571428571,3.0,3.67,4.53,Economics,-1.0,2017.0,President and Founder UNICEF Club 1 hour per week President and Founder Investment Club 2 hours per week Worked at emsys designNational AP Scholar,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,HBNBLHVI4O,,1940.0,0.0,,0.0,3.4,4.2,Math,-1.0,2015.0,,0.0,1.0,-1.0,-1.0,-1.0,,1.0,,
0,7UP8BM7E5X,,2220.0,7.0,4.428571428571429,4.0,3.76,5.0,Politics,-1.0,2014.0,,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,CDY7N0DFAD,,2190.0,2.0,4.5,4.0,4.0,4.06,Undecided,-1.0,2010.0,School newspaper editor in chief math team captain mock trial community problem solving art club treasurer teaching assistant National Honors Society Spanish National Honors SocietyBrown Book Award Bausch Lomb Honorary Science AwardVery very good recommendations ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,BCCBHJUP0M,,2180.0,0.0,,3.0,3.92,3.92,Biological Science,1.0,2016.0,Ballet 4 Years Bhangra 6 Years Volunteer WildCare Animal Hospital 6 years Cum Laude,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,DXUVWVDMBC,,2230.0,2.0,4.5,3.0,4.0,5.0,biology,-1.0,2010.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,7KIZ67WPEG,,2210.0,2.0,4.0,3.0,4.0,,undecided,1.0,2015.0,Yearbook Editor Student representative to facilities grounds committee Environmental Awareness Chorus OrchestraAll State Chorus 3 years All State Orchestra 1 year ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,BT2PFA5UKS,,2150.0,7.0,4.142857142857143,3.0,3.7,4.69,Computer Science,1.0,2010.0,Extracurricular Activities National Honor Society 11 12 Tri M Music Honor Society 11 12 Co founded maintains and operates charitable organization 11 12 Orchestra Honors 9 10 11 12 Advanced Marching and Concert Band 11 12 Jazz Band 12 Choir 12Florida Federation of Music Clubs Superior Piano Solo 9 Very Difficult I 10 Very Difficult II 11 Musically Advanced I Florida Federation of Music Clubs Superior Piano Duet 10 Very Difficult I 11 Very Difficult II National Federation of Music Clubs Cup Winner,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,G1S3IPU1LX,,2340.0,2.0,3.5,2.0,3.9,4.6,Bioengineering,-1.0,2019.0,,-1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,9V3B5IH3LN,,2200.0,7.0,5.0,3.0,3.87,4.95,Pre medicine,-1.0,2013.0,Leadership in NHS Math Club Spanish NHS Varsity Swim Team Cross Country freshman year ,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,SPR3VB0Z1C,,2170.0,5.0,5.0,4.0,4.0,4.7,Biology,-1.0,2013.0,Key Club Beta Club Science Olympiad Teen Council Ambassadors Environmental Club National Honor Society MENSA Model UN Brain GamesAP Scholar of Distinction National Honor Roll National Merit Semifinalist Who s Who Awards Junior Marshall A Honor Roll Academic Letter,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,UFCFBCYHK2,,2210.0,2.0,4.5,1.0,3.8,4.15,Engineering,-1.0,2017.0,Varsity Waterpolo Varsity Soccer Varsity Soccer Captain ASB President,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,5FP7MWP3OA,,2100.0,2.0,4.0,1.0,3.9,4.2,Neuroscience,-1.0,2016.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,Q22KHYTUVM,,2320.0,4.0,5.0,3.0,4.0,,Molecular Biology,1.0,2011.0,EMT on Rescue Squad Work in Lab Quiz Bowl TubaBausch and Lomb Science Award Cum Laude National Merit Commended Scholar,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,SAFE4TI2QK,,1920.0,3.0,2.6666666666666665,2.0,3.48,3.65,Economics,-1.0,2010.0,Camp Mosaic 1 year 90 hrs 1 week guide Excite 3 years 1 hour 7 weeks facilitator Presidential Service Award McNeil Maverick Award,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,7ZCU84CB0F,,2260.0,5.0,5.0,3.0,4.0,4.28,,-1.0,2015.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,8HLML8QK3X,,1900.0,4.0,4.25,0.0,3.3,4.3,Business administration,-1.0,2013.0,academic team 4 years GK and Math 4 hours week debate team 3 years wasn t established prior 1 5 hours week Drama Club 4 years hours spent varies highly depending on plays etc Tech Crew 4 years hours spent varies highly depending on plays etc Spanish club 3 years 5 hours week SGA Senior Class Treasurer 2 hours every other week Volunteer El Buen Pastor 1 25 hours weekNational Honor Society SGA Senior Class Treasurer Debate Team Treasurer Debate Team Co President Rotary Club Student of the Month AP Scholar with Honorcaptained and lettered in academic team 3rd degree black belt in karate,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ON63CFLDCS,,2120.0,0.0,,3.0,3.75,,,-1.0,2014.0,ski racing piano violion musical theatre little bit of community service peer tutoring ,0.0,1.0,-1.0,-1.0,1.0,,-1.0,,
0,GCZR777TLU,,2280.0,7.0,4.571428571428571,4.0,3.91,4.7,biology,-1.0,2017.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,IYDMM5L6AE,,2090.0,4.0,3.75,5.0,3.98,4.7,Economics,-1.0,2014.0,Future Business Leaders of America Best Buddies California Scholarship FederationPSAT Commended Scholar AP Scholar History Day WinnerExcellent recommendations and interview Unusual hobby,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,IPNQCNEQN8,,2130.0,1.0,4.0,2.0,4.0,4.2,archaeology,-1.0,2010.0,lacrosse 4 years two year captain all state nationals soccer 4 years senior youth leader 3 years photographynational spanish exam 3 years top 5 in state frederick douglass and susan b anthony award in the social sciences and humanities national honor society 2 years academic letter 4 years,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,I9D04IY8FY,,2160.0,3.0,3.6666666666666665,6.0,3.9,4.33,Computer Science,1.0,2018.0,,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,ZKA97JSG72,,1930.0,6.0,4.166666666666667,0.0,3.8,4.3,international relations,-1.0,2017.0,Debate Model UN President NHS Forensics Orchestra Choir Drama Tutoring Community ServiceAP Scholar Honor Roll National Merit Letter of Commendation,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,LEZ8R9KFLE,,2160.0,1.0,4.0,2.0,3.3,,BFA,1.0,2011.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,03KT7DBV1F,,1980.0,3.0,4.0,0.0,3.9,4.3,Economics,-1.0,2019.0,,-1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,8F8WBYVKJG,,2250.0,7.0,3.5714285714285716,2.0,4.0,5.0,biology,-1.0,2018.0,Math club NOSB robotics piano guitar ultimate frisbee clubPiano competition first place,1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,IWV4LZYXR5,,2040.0,0.0,,0.0,3.85,4.05,art history,1.0,2012.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,5Z1U2IT8X2,,2210.0,3.0,4.666666666666667,4.0,3.95,4.19,Philosophy,-1.0,2018.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,7UUJ4Z5SFJ,,2240.0,5.0,4.2,2.0,4.0,4.65,,-1.0,2015.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,D5AD1VK0YF,,2360.0,6.0,5.0,3.0,4.0,4.53,Economics,1.0,2017.0,pres national honor society ed in chief newspaper lit magBest in class for English Best in class for Science Best student in class Princeton Book Award Gold medal regional latin forum for grammar perfect score national latin exam,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,WO45CSJKV9,,1560.0,3.0,1.6666666666666667,0.0,3.7,4.7,,-1.0,2011.0,,0.0,0.0,1.0,-1.0,-1.0,,-1.0,,
0,WI1IXMBIA9,,2010.0,2.0,4.5,2.0,3.9,4.3,political science,-1.0,2010.0,Marching Concert Jazz band 10hrs Vice Pres Swim Team 4yr letter winner 10hrs Captain Spanish Club Footprints Literary Magazine Stagecrafters Drama ClubNational Merit Commended Scholar Conference MVP Scholar Athlete Chamber of Commerce VIPRecommendations were very important for my admission so was the essay ,0.0,-1.0,-1.0,-1.0,-1.0,,1.0,,
0,YWABOFQT7J,,1860.0,2.0,3.0,0.0,3.3,4.1,Economics,-1.0,2012.0,Varsity swim team 4 years 10 hours per week Club swim team 11 years 20 hours per week NHS 2 years 1 hour per week Freshman Football 1 year 8 hours per week Band 1 year 5 hours per week Started my own business 4 years 40 hours per week summer only Young Life 2 years 2 hours per weekTexas Youth Entrepreneur of the Year finalist 2007 2008 State Swimming Medalist 3rd 200 IM 2008 All Scholastic American Team USA Swimming Rachel s Challenge Anti Bullying Team Leader Academic Award for 4 0 grade point average four yearsStarted my own business have over 100 clients per year made 20 000 have three employees ,0.0,-1.0,-1.0,-1.0,-1.0,,1.0,,
0,WZFPWHSQMS,,2370.0,7.0,4.857142857142857,4.0,3.86,4.17,Physics,1.0,2015.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ZR4LRPWY27,,2040.0,7.0,3.857142857142857,2.0,3.89,3.7,Biology,1.0,2016.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,AXUA2SN9LQ,,2180.0,4.0,4.25,3.0,4.0,4.2,Chemistry,-1.0,2019.0,,-1.0,-1.0,-1.0,-1.0,1.0,,-1.0,,
0,YJ3550ZIMK,,2100.0,3.0,3.6666666666666665,3.0,3.9,5.0,Biochemistry,1.0,2012.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,RACPAX5SY1,,1620.0,0.0,,0.0,3.3,4.5,Sociology,-1.0,2013.0,School Year 2005 06 Delta Company Mustering Petty Officer Second in command of freshman platoon C PO2 School Year 2006 07 Master at Arms Conducted Extra Military Instruction Detention C CPO Delta Company Mustering Petty Officer Second in Command of Freshman Platoon C SCPO Charlie Company Platoon Commander First in Command of Sophomore Platoon C SCPO Drill Team Commander First in Command of all Male Drill Teams C LTJG School Year 2007 08 Regimental Weapons Officer In command of unit s armory swords flags and team equipment C LT Head Drill Team Commander IN charge of all drill teams C LTJGDistinguished Unit Distinguished Cadet Honor Cadet Military Aptitude Twice Naval Science Two Outstanding Cadet Naval Science One Outstanding Cadet Exemplary Conduct twice Academic Achievement five times Exemplary Personal Appearance five times Physical Fitness three times Participation twice Unit Service twice Community Service Drill Team six times Color Guard Rifle Team Orienteering five times Mini Boot Camp twice American Scholar Award Honor Roll three St Louis Public Schools Math Competition Medals all 2nd Place I am a member of MENSA My recommendations and essays are impeccable,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,T248R4ZCO0,,1850.0,2.0,4.0,2.0,3.79,,Biology,-1.0,2011.0,Golf 12 Tennis 10 11 12 Bowling 12 Good Samaritan Volunteer 11 whos who National Honor Role JV tennis letter Varsity Golf Letter,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,DU52ZPL2VU,,1630.0,2.0,3.5,3.0,3.4,3.8,Pre med,1.0,2012.0,Jack and Jill of America 1999 2008 Positions Chairman of Hospitalilty Secretary Vice President The Links Inc 2007 08 Positions President Volunteering at school or brain injured students 2000 2008 Honor Chamber Choir and Womens Choir 2004 2008 Classical PianistHigh Honor Honor Roll National Honor Society Who s Who Among America High School Students Eploration Program Yale University studied and dormed UC Irvine Gifted Youth Program studied and dormed UCLA Performing Arts studied and dormed,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,ZZ4SLUJ4HX,,2280.0,4.0,5.0,2.0,3.75,3.9,,-1.0,2013.0,lacrosse cross country Future business leaders of america Spanish Club Research at Medical Center that is getting publishedlacrosse varsity captain national merit honorable mention future business leaders of america regional winner and state participant ,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,5W1JNQA7G0,,2200.0,1.0,4.0,2.0,3.95,,,1.0,2011.0,4 yrs Varsity Wrestling 2x Team Captain Academic All State and other awards Performance in several plays and musicals Some summer work experience Various clubs Model UN Student Honor Council National Merit Finalist Several state and local wrestling awards School Book Award ,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,OYJTOSYG61,,2310.0,1.0,5.0,2.0,4.0,4.7,Astrophysics,-1.0,2014.0,hobbies reading writing astronomy clubs Junior State of America GCR Mayor Chapter President CIA REC French Club President Tomorrow s Leaders Today Junior Miss Luther Burbank Home and Gardens Symphonic Band Journalism Editor in Chief Lit Mag Editor Opinion EditorTim Hurley Writing Award First Place Column Press Democrat Highest Academic Achievement Award California Scholarship Federation Seal Bearer IB Diploma hopefully ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,LTYZSTXOHR,,1550.0,0.0,,0.0,4.0,,,1.0,2018.0,Student Government Secretary Recycling Program Head LeaderNational Honor Society Academic Achievement Scientific Researcher Woman 800m School Record Breaker,0.0,1.0,-1.0,-1.0,1.0,,-1.0,,
0,Z8WD49OSTO,,2210.0,4.0,4.5,3.0,3.57,4.18,Chemistry,-1.0,2013.0,football teamfirst team county football,0.0,-1.0,-1.0,-1.0,-1.0,,1.0,,
0,V42WVD1T18,,2100.0,4.0,4.5,3.0,3.8,4.68,Physics,-1.0,2013.0,Environmental Club NHS Parks and Recreation Community Service Summer camp Student GovernmentNational Hispanic Recognition Program Scholar National Merit Commended Scholar Harvard Book Award AP Scholar with Honor Outstanding Student award for 3 subjects ,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,I0I6F7FPXD,,2300.0,5.0,4.4,3.0,4.0,5.0,,-1.0,2018.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ZKWN1C4OY9,,1820.0,3.0,4.0,2.0,3.4,,,-1.0,2010.0,,0.0,-1.0,-1.0,-1.0,-1.0,,1.0,,
0,532O7YR0GR,,2210.0,2.0,5.0,3.0,3.96,4.23,Economics,-1.0,2011.0,Class President National Honor Society Vice President Swim Team Captain American Legion Boys StateAll County Swimming,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,PPJ4K1YSLQ,,2220.0,2.0,4.5,3.0,4.0,4.56,Businesss Accounting,-1.0,2011.0,Soccer 10 12 Tennis 10 Band Trumpet 9 SADD 10 12 Student Mentor 12 Newspaper 11 12 Theater workshop Crew 12 Math League 11 Bay Path Humane Society Volunteer 11 12 Milford Emergency Associates Inc 12,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,TURY77MJIM,,2240.0,7.0,4.714285714285714,3.0,4.0,4.36,Modern Culture Media,-1.0,2017.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,UQ5UT54F79,,1660.0,1.0,2.0,2.0,4.0,,Civil Engineering,-1.0,2013.0,FIRST robotics usfirst org ACE MENTOR PROGRAM acementor org College Now City Tech College Now City CollegeHigh School Honor Roll United States Achievement Academy Year Book Nominee National Society of High School Scholars NomineeWrite a excellent essay and revise revise revise make sure you show couple of friends the essay to see if they see any errors then submit Recommendations help you should choose a certain subject Like if you apply for engineering most likely you should choose a physics or math recommendation Or if you apply for business choose a math or economy recommendation The major you are applying for should match the recommendations you are giving so if you choose business get a recommendation that is related to business from a business intern or program Overall just have confidence and destiny will choose But if you would like more help please feel free to email me at yasinurahman yahoo com I will answer all your college application related needs since I went through this I know it helps if you have someone that already went through college apps to give some pointers Juz givin help to ppl we dont find that everyday lolz ,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ZWGETVETOJ,,1890.0,4.0,4.0,3.0,4.0,4.36,pre med,-1.0,2012.0,tennis 3 yrs track CSF president NHS vice president APYL MESA treasurer translator for churches in mexico waitress in mexico ESL teacher 1 yr ,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,8OFX1ILO3O,,2180.0,4.0,3.75,2.0,4.0,4.5,Finance,-1.0,2017.0,Mock Trial Treasurer of Student Council Vice President of NHS Academic ChallengeAll As 4 0 GPA National Merit Commended Scholar AP Scholar with HonorsHad great recommendations,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,07CJQ44YSU,,2360.0,7.0,5.0,5.0,3.9,4.0,Economics,-1.0,2019.0,President of a charity club Spanish Club Student Government 2x a week through the schoolyear for an hour each Leadership positions in Model United Nations 1x a week plus conferences across the US AP Scholar National Merit Scholar various academic scholarships department awards for Spanish History English,1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,GJFIK0009U,,2310.0,2.0,4.5,5.0,3.9,4.6,neuroscience,-1.0,2014.0, President of environmental club Head of MUN club Captain of sailing team fall and spring Volunteer at local museum Women in engineering award National merit finalist,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,754RIEA5T3,,2220.0,4.0,3.75,3.0,3.8,4.3,Biomedical engineering,1.0,2011.0,Robotics video yearbook computer programming team 4 years president 2 4 years president 1 2 years president 1 Grants book awards deans list AP scholar etc ,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,80TAH0QY0R,,2220.0,1.0,5.0,2.0,3.99,4.4,DESIGN,1.0,2017.0,RECYCLING PROJECT 30 HOURS martiaL ARTS 4 YEARSPresidential excellence IB merit Diploma with honors,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,O1TAYS0EZX,,2260.0,5.0,4.8,3.0,4.0,4.82,bio,-1.0,2011.0,internship NIH summer 12th classical dance 12 years art 270 ssl hours tutor class of 07 executive board umd math competition amcmath honor society spanish honor society science honor society maryland distinguished scholar senate award,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,TWUKL79B6V,,2200.0,0.0,,2.0,4.0,,Political Science,1.0,2016.0,,0.0,1.0,-1.0,-1.0,1.0,,-1.0,,
0,XU8YJ41X11,,1840.0,4.0,1.75,3.0,4.0,4.11,Chemistry,-1.0,2014.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,EMYUD93ZDR,,1900.0,2.0,4.5,0.0,3.8,4.0,Business,-1.0,2012.0,Tennis Team 2003 2007 10hrs week 10weeks yr Captain Dance Classes 1995 2008 8 hrs week 40 weeks yr Drama Club 2004 2008 10hrs week 15weeks yr President School Newspaper 2004 2008 News Editor Play Clarinet 2000 2008 1st Chair University of Rochester Kodak Young Leaders Award Scholarship Participated in Area All State Band 2006 and 2007,0.0,0.0,1.0,-1.0,-1.0,,-1.0,,
0,EP37SLJXA2,,1910.0,5.0,3.6,3.0,3.9,,Physics,-1.0,2018.0, Performed at the Winter Paralympics in Vancouver 2010 as a clarinetist Volunteered frequently at the VSO as an instrument demonstrator at VSO Kids Instrument Fair worked with children Competed frequently in the Burnaby Clef festivals typically second place for piano Performed as a volunteer performer in senior homes for Tzu Chi Foundation Performed in several parades every year with the Marching Band i e the Rogers Santa Claus Parade the Parade of Lights the 2010 Lions International Parade at Seattle Spoke at Model United Nation meetings especially for CAHSMUN at March this year Had worked at Maxxam Analytics as a lab technician analyst Acted as a tutor at the school s SUCCESS program after school tutoring program Acted as the President Treasurer and Publicity Coordinator at school s Music Council Acted as the Executive at We Youth Help club performed at several senior homes around the area Acted as the Section Leader at school s Marching Band helped to improve performance Acted as the Executive at school s music club BNSO as a composer Acted as the Executive at schools Go club as a Publicity Coordinator Acted as the Executive at school s science club as a competition organizer was the granted the first second and runner s up in the annual Kwantlen Science Competition with the club s team since grade 10 Acted as a performer at school s musical band in 2013 Completed CPR training with Canadian Red Cross Worked as a pharmacy assistant for Shoppers Drug Mart Awarded as the AP Scholar with Distinction Attained GPA of 3 8 every year ever since grade 9 Was the best Cooking student in the Home Economics department in 2012 Awarded 1st 2nd and Runner s Up at the Kwantlen Science Competition at grades 10 11 12 Awarded 2nd places at Burnaby Clef Piano Competitions in grades 9 and 10 Awarded 3rd place at the Regional Chinese Trivia Competition Awarded Runner s Up for the Regional Provincial Math Challengers at grade 9 Awarded a place of Distinction in the Pascal Waterloo Math Contest at grade 9,0.0,1.0,-1.0,-1.0,1.0,,-1.0,,
0,KEWPOPNHHR,,2030.0,2.0,4.0,2.0,3.6,4.07,,-1.0,2013.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,1OJUGUL4LL,,2270.0,0.0,,2.0,3.9,4.4,Computer Science,-1.0,2017.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,QIS1HQR8ZX,,2120.0,0.0,,2.0,3.8,3.95,Chemical Engineering,1.0,2017.0,Karate National Champion Model UN Kayaking Kayak instructor Programmer River Safety Leader Computer Assisted Design Specialist at an Interior Design company,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,NX2TARIB0P,,1700.0,3.0,3.6666666666666665,2.0,3.7,4.2,,-1.0,2016.0,,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,HTBGFP17BK,,2350.0,5.0,4.6,3.0,4.0,5.0,Neuroscience,-1.0,2011.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,NSV3LRCXUK,,1990.0,6.0,3.5,2.0,3.57,,Engineering,0.0,2018.0,NoneNoneNone,1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
